Pic_id,MetaphorOccurrence,TargetCategory,SourceCategory,SentimentCategory
12769.jpg,1,12,11,0
12771.jpg,0,,,0
12780.jpg,0,,,0
12805.jpg,0,,,1
1282.jpg,0,,,1
12821.jpg,1,12,10,0
12829.jpg,1,12,10,0
12870.jpg,0,,,1
12898.jpg,1,12,8,1
12916.jpg,1,12,13,0
12924.jpg,0,,,0
12941.jpg,1,12,11,0
12978.jpg,1,12,12,1
12985.jpg,1,12,11,1
12997.jpg,1,12,11,0
1300.jpg,0,,,1
1302.jpg,1,12,10,1
1302.jpg,1,12,10,1
13041.jpg,1,12,2,1
13053.jpg,1,12,10,1
13062.jpg,1,12,11,0
13081.jpg,0,,,0
13088.jpg,0,,,0
13091.jpg,0,,,0
13097.jpg,0,,,0
13105.jpg,0,,,0
13110.jpg,1,10,13,1
13117.jpg,0,,,1
13125.jpg,1,12,12,0
13136.jpg,0,,,1
13164.jpg,1,12,12,0
13171.jpg,1,12,5,1
13179.jpg,1,12,11,0
13188.jpg,1,12,10,1
1319.jpg,1,12,8,0
13205.jpg,1,10,12,0
13217.jpg,0,,,0
13223.jpg,0,,,0
13224.jpg,1,12,11,1
13269.jpg,0,,,0
13309.jpg,1,12,12,1
13323.jpg,0,,,1
13332.jpg,1,12,5,1
13337.jpg,1,12,10,0
13346.jpg,0,,,0
13369.jpg,1,12,8,1
13392.jpg,0,,,1
13400.jpg,0,,,0
13409.jpg,1,12,6,0
13410.jpg,0,,,1
13440.jpg,0,,,0
13453.jpg,0,,,0
13463.jpg,0,,,0
13464.jpg,0,,,1
13476.jpg,1,12,10,1
13491.jpg,1,12,6,0
13495.jpg,0,,,0
13506.jpg,0,,,0
13529.jpg,0,,,0
13564.jpg,0,,,1
13568.jpg,0,,,1
1357.jpg,0,,,0
13582.jpg,0,,,0
13603.jpg,0,,,0
13624.jpg,1,12,11,1
13640.jpg,1,12,10,1
13650.jpg,0,,,0
13680.jpg,0,,,0
13681.jpg,0,,,0
13699.jpg,0,,,0
13706.jpg,1,12,11,1
13728.jpg,1,12,8,0
1380.jpg,1,12,10,0
13800.jpg,0,,,0
13809.jpg,0,,,1
13829.jpg,1,12,12,0
13837.jpg,1,12,8,0
13847.jpg,0,,,0
13849.jpg,1,12,11,1
13853.jpg,1,12,7,0
13862.jpg,0,,,0
13866.jpg,1,12,8,1
13904.jpg,0,,,1
13919.jpg,0,,,1
13925.jpg,1,12,2,0
13934.jpg,0,,,0
13943.jpg,1,12,10,1
13944.jpg,1,12,12,0
13993.jpg,1,12,13,0
13996.jpg,0,,,0
1403.jpg,0,,,1
14053.jpg,0,,,1
14064.jpg,0,,,0
14079.jpg,1,12,10,0
14086.jpg,0,,,0
1409.jpg,0,,,0
14100.jpg,1,12,11,1
14116.jpg,0,,,0
1414.jpg,1,12,10,1
14141.jpg,0,,,0
14168.jpg,1,12,11,0
14173.jpg,0,,,1
14181.jpg,0,,,0
14197.jpg,0,,,0
1422.jpg,1,12,10,0
14226.jpg,0,,,1
14232.jpg,1,12,13,0
14235.jpg,0,,,0
14284.jpg,0,,,0
14285.jpg,0,,,1
1429.jpg,0,,,0
14299.jpg,0,,,0
14324.jpg,0,,,0
14325.jpg,1,12,7,0
14349.jpg,1,12,11,0
14355.jpg,1,12,11,1
14363.jpg,1,12,10,0
1438.jpg,1,12,11,1
14388.jpg,0,,,0
14413.jpg,0,,,1
14421.jpg,0,,,0
14477.jpg,1,10,11,1
14478.jpg,0,,,0
14479.jpg,0,,,0
14485.jpg,0,,,0
14490.jpg,1,12,11,0
14501.jpg,1,12,11,1
14509.jpg,1,12,11,0
1451.jpg,1,12,5,0
14513.jpg,1,2,5,1
14520.jpg,1,12,12,0
14525.jpg,1,12,8,0
14534.jpg,0,,,0
14536.jpg,0,,,0
1455.jpg,0,,,1
14563.jpg,0,,,0
1457.jpg,0,,,0
14579.jpg,0,,,1
14583.jpg,0,,,1
14597.jpg,1,12,6,0
14604.jpg,0,,,1
14619.jpg,1,12,12,0
14634.jpg,0,,,0
14661.jpg,0,,,1
14662.jpg,1,12,10,0
14682.jpg,1,12,12,1
14693.jpg,0,,,0
1472.jpg,0,,,0
14733.jpg,0,,,0
14739.jpg,0,,,0
14741.jpg,0,,,1
14747.jpg,1,12,10,0
14766.jpg,0,,,0
14777.jpg,0,,,1
14791.jpg,0,,,1
14793.jpg,0,,,0
14797.jpg,0,,,0
14815.jpg,0,,,1
14825.jpg,1,10,11,1
14837.jpg,0,,,1
14864.jpg,0,,,0
14867.jpg,1,12,10,0
14870.jpg,0,,,1
14892.jpg,1,12,11,0
14916.jpg,1,12,12,0
14947.jpg,0,,,1
14949.jpg,0,,,1
14980.jpg,0,,,0
14986.jpg,0,,,0
14990.jpg,0,,,0
14995.jpg,0,,,0
15026.jpg,0,,,0
15029.jpg,0,,,0
15032.jpg,0,,,0
15035.jpg,1,10,11,1
15085.jpg,0,,,0
15090.jpg,1,12,11,0
15098.jpg,1,12,9,0
15102.jpg,0,,,0
15105.jpg,0,,,0
1511.jpg,0,,,0
15129.jpg,0,,,0
15140.jpg,1,12,10,0
15150.jpg,0,,,1
15164.jpg,1,12,5,1
15185.jpg,1,12,11,0
1524.jpg,1,12,13,1
15259.jpg,1,10,11,1
15263.jpg,0,,,0
1528.jpg,1,12,2,0
15283.jpg,0,,,0
15290.jpg,0,,,1
15295.jpg,0,,,0
15298.jpg,0,,,0
15312.jpg,1,12,6,0
15321.jpg,0,,,0
15359.jpg,1,12,8,1
15371.jpg,0,,,0
15375.jpg,1,12,12,0
15410.jpg,1,12,10,0
15420.jpg,0,,,0
15423.jpg,0,,,0
15425.jpg,0,,,0
15458.jpg,1,12,11,1
15470.jpg,0,,,1
15493.jpg,1,12,11,0
1554.jpg,0,,,0
15542.jpg,1,12,12,0
15565.jpg,1,12,11,0
15583.jpg,0,,,1
15587.jpg,1,12,10,0
15600.jpg,1,12,12,0
15605.jpg,1,12,11,1
15623.jpg,1,12,11,1
15633.jpg,1,12,6,1
15634.jpg,0,,,0
15671.jpg,1,12,8,1
15678.jpg,1,12,12,1
15705.jpg,0,,,0
15716.jpg,1,12,8,0
15720.jpg,0,,,0
15724.jpg,1,12,11,0
15726.jpg,0,,,0
15742.jpg,1,12,10,0
15763.jpg,0,,,1
15865.jpg,1,12,6,0
15880.jpg,1,10,10,1
15882.jpg,0,,,1
15886.jpg,1,12,8,1
15896.jpg,0,,,1
159.jpg,0,,,0
15910.jpg,1,12,13,0
15912.jpg,1,12,11,0
1592.jpg,0,,,0
15924.jpg,0,,,0
15925.jpg,1,12,11,0
15947.jpg,0,,,0
15955.jpg,1,12,8,0
15958.jpg,0,,,0
15971.jpg,0,,,0
15972.jpg,0,,,0
15985.jpg,1,12,11,0
15995.jpg,0,,,1
160.jpg,1,12,10,0
16058.jpg,0,,,0
1606.jpg,1,12,10,0
16073.jpg,1,10,13,0
16076.jpg,1,12,8,0
16087.jpg,0,,,1
16107.jpg,0,,,1
16114.jpg,1,12,11,1
16154.jpg,0,,,0
16160.jpg,0,,,0
16165.jpg,1,12,11,1
16180.jpg,0,,,0
16190.jpg,1,12,8,0
162.jpg,0,,,1
16205.jpg,1,12,8,0
16206.jpg,0,,,0
16211.jpg,0,,,1
16219.jpg,0,,,0
16225.jpg,1,12,10,1
16244.jpg,0,,,0
16261.jpg,0,,,0
16272.jpg,0,,,0
16273.jpg,0,,,0
16281.jpg,1,12,10,0
16289.jpg,0,,,0
16290.jpg,1,12,13,0
16291.jpg,0,,,0
16321.jpg,1,12,6,0
16323.jpg,1,12,11,0
16332.jpg,0,,,1
16338.jpg,0,,,1
16360.jpg,0,,,0
16365.jpg,0,,,1
16367.jpg,1,12,6,1
16373.jpg,1,12,12,1
16375.jpg,0,,,1
1639.jpg,0,,,1
16398.jpg,0,,,1
16401.jpg,0,,,0
16405.jpg,0,,,0
16413.jpg,0,,,1
16434.jpg,0,,,0
16448.jpg,1,12,12,0
16468.jpg,1,12,10,1
16497.jpg,1,12,10,0
16500.jpg,1,12,5,0
16523.jpg,1,12,13,0
16527.jpg,0,,,0
16539.jpg,1,10,11,0
16571.jpg,0,,,0
16576.jpg,0,,,1
16610.jpg,1,12,8,0
1663.jpg,0,,,1
16652.jpg,0,,,1
1669.jpg,0,,,1
16706.jpg,0,,,0
16735.jpg,0,,,0
16741.jpg,1,12,10,0
16757.jpg,0,,,1
16769.jpg,0,,,0
16781.jpg,0,,,0
16801.jpg,0,,,0
16807.jpg,1,12,10,0
16809.jpg,1,12,10,1
1681.jpg,1,10,10,1
16811.jpg,1,12,10,1
16818.jpg,1,12,8,0
16823.jpg,0,,,1
16830.jpg,1,12,12,0
16836.jpg,0,,,1
16855.jpg,1,10,10,1
16869.jpg,1,12,10,1
16875.jpg,0,,,1
16877.jpg,1,12,11,0
16881.jpg,1,12,11,1
16895.jpg,0,,,0
16900.jpg,1,12,8,0
16903.jpg,1,12,6,0
16904.jpg,1,12,13,1
16909.jpg,0,,,1
16917.jpg,0,,,1
16920.jpg,0,,,1
16926.jpg,1,12,11,1
16927.jpg,0,,,0
16934.jpg,1,12,5,0
16951.jpg,1,12,12,0
16976.jpg,0,,,0
16982.jpg,1,12,11,0
16985.jpg,0,,,0
16991.jpg,0,,,0
17005.jpg,0,,,1
17023.jpg,0,,,0
17045.jpg,1,12,7,0
17049.jpg,1,12,10,0
17065.jpg,0,,,0
17093.jpg,0,,,0
17100.jpg,1,12,12,1
17125.jpg,1,12,12,0
17127.jpg,1,10,10,1
17138.jpg,1,12,11,1
1714.jpg,0,,,1
17153.jpg,0,,,0
17158.jpg,0,,,1
17172.jpg,0,,,0
17178.jpg,0,,,1
17182.jpg,1,10,10,1
17184.jpg,1,12,10,0
17187.jpg,0,,,1
17191.jpg,0,,,1
17194.jpg,0,,,0
17208.jpg,1,12,11,0
17214.jpg,0,,,1
17223.jpg,1,12,12,0
17226.jpg,0,,,0
17227.jpg,0,,,-1
17242.jpg,0,,,0
17246.jpg,0,,,1
17256.jpg,0,,,1
17282.jpg,0,,,0
17288.jpg,1,12,12,0
17301.jpg,1,12,11,1
17323.jpg,0,,,0
17324.jpg,0,,,0
17331.jpg,1,12,11,1
17347.jpg,1,12,11,1
17350.jpg,1,12,10,0
17352.jpg,0,,,1
17367.jpg,1,12,10,0
17384.jpg,1,12,8,1
17399.jpg,1,12,11,0
17400.jpg,1,12,11,0
17403.jpg,1,12,8,1
17414.jpg,0,,,0
17415.jpg,1,12,12,0
1742.jpg,1,12,11,1
17438.jpg,0,,,1
17451.jpg,1,12,11,0
17455.jpg,1,12,7,0
17458.jpg,0,,,0
17470.jpg,0,,,0
17478.jpg,1,12,8,1
17488.jpg,1,12,12,0
1752.jpg,0,,,1
17582.jpg,0,,,0
17586.jpg,0,,,0
17587.jpg,1,12,6,0
17589.jpg,1,12,7,0
17594.jpg,1,12,7,0
17600.jpg,0,,,1
17604.jpg,1,12,11,0
17606.jpg,1,12,11,0
17651.jpg,0,,,0
17675.jpg,1,12,12,0
17676.jpg,0,,,0
1768.jpg,1,12,13,0
17716.jpg,0,,,1
17717.jpg,0,,,0
17737.jpg,1,12,6,1
17745.jpg,0,,,0
17746.jpg,0,,,0
17749.jpg,1,12,10,1
1775.jpg,1,12,8,1
17767.jpg,0,,,0
17777.jpg,1,12,10,0
1778.jpg,1,9,9,0
17781.jpg,1,12,11,0
17792.jpg,0,,,1
17796.jpg,0,,,0
17806.jpg,0,,,0
17811.jpg,1,10,10,0
17826.jpg,1,12,11,0
17831.jpg,1,12,7,0
17834.jpg,0,,,0
17838.jpg,1,12,10,1
17841.jpg,0,,,0
17861.jpg,0,,,0
17867.jpg,0,,,0
17875.jpg,0,,,1
1788.jpg,0,,,1
17890.jpg,1,12,12,0
17919.jpg,1,10,10,0
17923.jpg,1,12,11,0
1793.jpg,0,,,0
17961.jpg,0,,,0
1797.jpg,0,,,0
17987.jpg,1,12,13,0
17989.jpg,0,,,0
18002.jpg,0,,,1
18014.jpg,0,,,1
18056.jpg,0,,,0
1806.jpg,0,,,1
18069.jpg,0,,,0
18072.jpg,1,12,11,0
18084.jpg,1,12,6,0
18088.jpg,1,12,10,0
18108.jpg,1,12,11,1
18111.jpg,0,,,0
18134.jpg,1,12,12,1
1814.jpg,1,12,11,1
18150.jpg,1,12,11,1
18171.jpg,1,12,10,0
18173.jpg,0,,,1
18187.jpg,0,,,0
182.jpg,1,12,10,1
18202.jpg,1,10,12,0
18212.jpg,0,,,0
18214.jpg,0,,,0
18223.jpg,1,10,11,0
18227.jpg,0,,,0
18261.jpg,0,,,1
18267.jpg,0,,,0
18270.jpg,0,,,1
18273.jpg,1,12,11,0
18276.jpg,0,,,0
18283.jpg,0,,,0
18294.jpg,0,,,0
18307.jpg,1,12,11,1
18394.jpg,1,12,11,0
1843.jpg,0,,,0
18462.jpg,0,,,1
18475.jpg,1,12,11,1
18492.jpg,1,12,7,1
18502.jpg,1,12,10,1
18531.jpg,1,12,10,1
18534.jpg,1,12,9,0
18543.jpg,0,,,0
18555.jpg,0,,,0
18597.jpg,0,,,0
18624.jpg,0,,,0
18635.jpg,1,12,11,0
18642.jpg,1,12,10,1
1867.jpg,1,11,10,1
18675.jpg,0,,,1
18691.jpg,1,12,10,1
18741.jpg,1,12,13,0
18743.jpg,0,,,0
18766.jpg,1,10,10,1
18769.jpg,0,,,0
18776.jpg,1,12,10,0
18781.jpg,0,,,1
18787.jpg,0,,,1
188.jpg,1,12,11,1
18802.jpg,0,,,1
18813.jpg,1,12,8,1
18815.jpg,1,12,6,1
18830.jpg,0,,,1
18833.jpg,0,,,0
18840.jpg,0,,,0
18856.jpg,1,12,10,0
18865.jpg,1,12,11,1
18871.jpg,0,,,0
18888.jpg,0,,,1
18890.jpg,0,,,1
18896.jpg,0,,,0
189.jpg,0,,,0
18900.jpg,1,12,8,1
18909.jpg,0,,,0
18923.jpg,1,12,10,1
18934.jpg,1,12,12,0
18956.jpg,0,,,0
18997.jpg,1,12,11,0
19002.jpg,1,12,8,1
19007.jpg,1,12,6,0
19014.jpg,0,,,1
19052.jpg,0,,,0
19060.jpg,1,11,12,1
19076.jpg,0,,,0
19078.jpg,0,,,0
19085.jpg,0,,,0
19087.jpg,1,10,10,1
19100.jpg,1,12,11,0
19117.jpg,1,12,10,1
19134.jpg,0,,,0
19141.jpg,1,12,10,0
19144.jpg,0,,,0
1915.jpg,1,12,11,0
19154.jpg,1,12,11,1
1916.jpg,1,12,6,1
19182.jpg,1,12,11,0
19187.jpg,0,,,0
19208.jpg,0,,,0
19212.jpg,1,12,8,1
19213.jpg,0,,,0
19216.jpg,1,12,13,0
19230.jpg,0,,,0
19236.jpg,1,12,11,1
19243.jpg,0,,,0
19244.jpg,1,12,11,0
19284.jpg,1,12,12,1
19287.jpg,0,,,0
19297.jpg,1,12,8,1
19305.jpg,1,12,5,1
19324.jpg,0,,,0
19327.jpg,1,12,13,1
19347.jpg,0,,,1
19348.jpg,0,,,0
19361.jpg,1,12,11,0
19367.jpg,1,12,12,1
19391.jpg,1,12,9,0
19397.jpg,0,,,0
1941.jpg,1,10,12,0
19416.jpg,1,12,11,0
19424.jpg,0,,,1
19430.jpg,1,12,8,1
19439.jpg,0,,,0
19451.jpg,1,12,11,1
1948.jpg,0,,,0
19480.jpg,0,,,1
19481.jpg,1,12,13,0
19491.jpg,1,10,13,1
19498.jpg,1,10,10,1
19509.jpg,0,,,0
1952.jpg,0,,,0
19522.jpg,0,,,0
19523.jpg,0,,,1
19527.jpg,0,,,1
19552.jpg,0,,,0
19553.jpg,0,,,0
19589.jpg,1,12,12,1
19594.jpg,1,12,10,0
19635.jpg,1,10,6,0
19638.jpg,1,12,11,0
19645.jpg,1,12,10,0
19650.jpg,0,,,0
19658.jpg,1,12,12,0
1967.jpg,0,,,0
19676.jpg,0,,,0
19683.jpg,0,,,0
19689.jpg,0,,,0
19701.jpg,1,12,10,0
19731.jpg,0,,,0
19735.jpg,0,,,1
19740.jpg,1,12,6,1
19760.jpg,1,12,6,1
1978.jpg,1,12,10,0
19813.jpg,1,12,11,0
19843.jpg,1,10,11,0
19871.jpg,0,,,0
19877.jpg,1,12,8,0
1988.jpg,1,10,10,0
19900.jpg,0,,,1
1993.jpg,1,12,10,0
19950.jpg,1,12,11,1
19967.jpg,0,,,0
19988.jpg,0,,,1
19991.jpg,0,,,0
19996.jpg,0,,,0
19999.jpg,1,12,11,0
20017.jpg,1,12,11,0
20034.jpg,1,12,10,1
20040.jpg,0,,,1
20079.jpg,0,,,0
20110.jpg,0,,,0
20124.jpg,0,,,1
20132.jpg,1,12,8,0
20148.jpg,1,12,6,0
20156.jpg,0,,,1
20185.jpg,1,12,8,1
20217.jpg,0,,,0
20230.jpg,0,,,0
20233.jpg,1,12,13,0
20236.jpg,0,,,0
20248.jpg,1,10,10,1
20252.jpg,1,12,12,0
20309.jpg,1,12,10,0
20320.jpg,1,12,11,0
20337.jpg,0,,,0
20339.jpg,0,,,0
20346.jpg,1,12,10,1
20381.jpg,0,,,0
20411.jpg,0,,,0
20414.jpg,0,,,1
20420.jpg,1,12,11,1
20439.jpg,1,12,4,0
2045.jpg,1,12,11,1
20455.jpg,0,,,1
20462.jpg,1,12,8,1
20508.jpg,1,12,11,0
20513.jpg,1,12,10,1
20523.jpg,1,12,11,1
20540.jpg,0,,,1
20542.jpg,0,,,0
20584.jpg,0,,,0
20637.jpg,1,12,3,1
20650.jpg,0,,,0
20657.jpg,1,12,8,0
20665.jpg,1,12,11,0
20667.jpg,1,12,10,1
20692.jpg,1,12,11,1
20698.jpg,0,,,1
20719.jpg,1,12,8,0
20731.jpg,1,12,12,1
20742.jpg,0,,,0
20752.jpg,1,12,11,0
20770.jpg,1,12,10,1
20779.jpg,1,12,10,0
20798.jpg,0,,,0
20824.jpg,1,12,11,1
20837.jpg,0,,,1
20840.jpg,0,,,0
20850.jpg,1,12,13,0
20871.jpg,0,,,1
20873.jpg,0,,,0
20901.jpg,0,,,0
20903.jpg,0,,,0
20921.jpg,1,12,10,0
20939.jpg,0,,,0
20948.jpg,0,,,0
20953.jpg,0,,,0
20955.jpg,1,12,8,0
20959.jpg,0,,,1
20961.jpg,1,12,8,0
21022.jpg,0,,,1
21046.jpg,0,,,1
21047.jpg,0,,,1
21052.jpg,1,12,12,1
21055.jpg,1,12,10,0
21059.jpg,1,12,6,1
21080.jpg,0,,,0
21082.jpg,0,,,0
2109.jpg,1,12,7,0
21094.jpg,1,12,8,0
21098.jpg,1,12,8,0
21104.jpg,1,4,4,1
21124.jpg,0,,,0
21125.jpg,0,,,0
21133.jpg,0,,,1
21138.jpg,1,12,6,0
21139.jpg,1,12,8,0
21157.jpg,1,12,12,0
2118.jpg,1,12,11,1
21181.jpg,0,,,1
21215.jpg,0,,,1
21225.jpg,1,12,11,0
2123.jpg,0,,,0
21242.jpg,0,,,0
21282.jpg,1,10,10,0
21299.jpg,0,,,0
21319.jpg,1,12,5,1
21321.jpg,0,,,0
21342.jpg,0,,,1
21391.jpg,1,12,10,0
21458.jpg,1,12,11,0
21468.jpg,1,12,11,1
21509.jpg,1,12,13,1
21522.jpg,0,,,0
21552.jpg,0,,,1
21570.jpg,0,,,1
21589.jpg,0,,,1
216.jpg,1,12,7,0
21615.jpg,0,,,0
21620.jpg,0,,,0
21622.jpg,1,12,11,1
21629.jpg,0,,,1
21636.jpg,1,12,10,0
21645.jpg,0,,,0
2165.jpg,1,11,11,0
21676.jpg,0,,,0
21678.jpg,0,,,0
21686.jpg,1,12,8,1
2169.jpg,0,,,0
21690.jpg,0,,,0
21724.jpg,1,10,10,1
21736.jpg,0,,,0
21738.jpg,0,,,0
21746.jpg,1,12,10,0
21748.jpg,0,,,0
21750.jpg,0,,,1
21758.jpg,0,,,0
21762.jpg,0,,,1
21768.jpg,0,,,0
21785.jpg,1,12,10,0
21788.jpg,1,12,10,0
218.jpg,1,12,5,1
2180.jpg,0,,,1
21801.jpg,1,12,12,1
21818.jpg,0,,,0
21819.jpg,0,,,0
21867.jpg,0,,,0
21873.jpg,1,12,10,0
21874.jpg,1,12,11,0
21876.jpg,0,,,1
21882.jpg,0,,,0
21893.jpg,1,12,13,1
219.jpg,1,12,12,1
21940.jpg,0,,,0
21958.jpg,1,12,13,0
21994.jpg,0,,,1
22004.jpg,0,,,0
22017.jpg,1,12,10,0
22026.jpg,0,,,0
22055.jpg,1,12,10,0
22072.jpg,0,,,0
22077.jpg,1,12,10,0
22099.jpg,0,,,0
22137.jpg,0,,,1
22139.jpg,0,,,1
22141.jpg,0,,,0
22147.jpg,0,,,1
22161.jpg,1,10,11,0
22162.jpg,0,,,1
22166.jpg,1,12,10,1
22172.jpg,0,,,0
22194.jpg,0,,,0
22196.jpg,1,10,10,1
22206.jpg,1,12,11,0
22211.jpg,1,12,13,0
22220.jpg,0,,,0
22225.jpg,0,,,1
22237.jpg,0,,,0
2224.jpg,1,12,11,0
22242.jpg,0,,,0
22251.jpg,0,,,0
22258.jpg,0,,,0
22263.jpg,1,12,11,1
22284.jpg,0,,,0
22285.jpg,0,,,1
22300.jpg,0,,,0
22321.jpg,0,,,1
22327.jpg,1,11,10,0
22338.jpg,0,,,0
22340.jpg,1,12,6,0
22344.jpg,0,,,1
22351.jpg,0,,,0
22356.jpg,1,12,12,0
22357.jpg,0,,,0
22370.jpg,0,,,0
22387.jpg,1,12,11,1
22388.jpg,1,12,10,0
22389.jpg,0,,,0
2239.jpg,1,11,12,1
22396.jpg,0,,,0
22468.jpg,1,12,13,0
22481.jpg,0,,,0
22484.jpg,0,,,0
